刑事附带民事	赔偿	NA	审理交通肇事犯罪引发的民事赔偿纠纷应严格按照刑事附带民事诉讼模式解决。
罪状	完善	NA	认为我国应该完善故意杀人罪这种情况复杂、侵害法益严重、不同的处罚后果差别重大的犯罪的罪状描述。

应用	最高人民法院	NA	审判实践中应严格按照最高人民法院《关于审理破坏公用电信设施刑事案件具体应用法律若干问题的解释》(以下简称《解释》)中列举规定的危害公共安全和严重后果的具体情形进行定罪和量刑。

罪刑均衡	人权	NA	通过重新配置故意杀人罪的现行刊罚以实现尊重、保障和发展人权之刑法目的;通过典型化现行故意杀人罪中的情节较轻、增加故意杀人罪典型的加重情节从而实现罪刑均衡;通过明确设定故意杀人罪的加重或者减轻的犯罪构成从而实现罪刑法定。

审判委员会	刑事案件	NA	最高人民法院审判委员会出台了《关于审理交通肇事刑事案件具体应用法律若干问题的解释》 。

死刑	裁量	NA	在故意杀人罪死刑裁量中 。

安机关	故意伤害罪	NA	我才知道他为何事找我:老人在广东打工的儿子因故意伤害罪被公安机关逮捕。

故意伤害罪	定罪处罚	NA	应按照故意伤害罪、故意杀人罪定罪处罚。

故意伤害罪	定罪处罚	NA	应按照故意伤害罪、故意杀人罪定罪处罚。

故意伤害罪	定罪处罚	NA	应当按照故意伤害罪和故意杀人罪定罪处罚。

故意伤害罪	定罪处罚	NA	应当按照故意伤害罪和故意杀人罪定罪处罚。

故意伤害罪	定罪处罚	NA	对致人重伤、死亡一方的首要分子、直接致害人以及其他积极参加者都应以故意伤害罪或故意杀人罪定罪处罚;对被重伤、死亡一方的首要分子和其他积极参加者。

故意伤害罪	定罪处罚	NA	对致人重伤、死亡一方的首要分子、直接致害人以及其他积极参加者都应以故意伤害罪或故意杀人罪定罪处罚;对被重伤、死亡一方的首要分子和其他积极参加者。

故意伤害罪	定罪处罚	NA	是否以故意伤害罪定罪处罚。

故意伤害罪	定罪处罚	NA	应当分别以故意伤害罪或者故意杀人罪定罪处罚。

故意伤害罪	定罪处罚	NA	应当分别以故意伤害罪或者故意杀人罪定罪处罚。

故意伤害罪	定罪处罚	NA	依照故意伤害罪、故意杀人罪的规定定罪处罚。

故意伤害罪	定罪处罚	NA	依照故意伤害罪、故意杀人罪的规定定罪处罚。

伤害罪	批准逮捕	NA	周光付被金沙县检察院以涉嫌故意伤害罪批准逮捕。

伤害罪	批准逮捕	NA	检察机关以涉嫌故意伤害罪将逍遥法外19年之久的凶手批准逮捕。

伤害罪	批准逮捕	NA	这个因为婚姻之事而殴打自己父亲的逆子被来宾市兴宾区人民检察院以涉嫌故意伤害罪批准逮捕。

伤害罪	批准逮捕	NA	淮北市杜集区人民检察院以涉嫌故意伤害罪对犯罪嫌疑人张亚辉批准逮捕。

故意伤害	犯罪手段	NA	应以“故意伤害”取而代之 ;同时应通过立法或司法解释方法将“行凶、杀人、抢劫、强奸、绑架”界定为犯罪手段 ;对“其他严重危及人身安全的暴力犯罪”不能随意扩展。

《解释》	具体应用	NA	审判实践中应严格按照最高人民法院《关于审理破坏公用电信设施刑事案件具体应用法律若干问题的解释》(以下简称《解释》)中列举规定的危害公共安全和严重后果的具体情形进行定罪和量刑。

情节	定罪情节	NA	应从刑法处罚的立场出发;"交通肇事后逃逸"不仅是定罪情节。

民警	犯罪嫌疑人	NA	案情简介 某分局民警于某在依法对涉嫌故意伤害他 人的犯罪嫌疑人高某进行人身搜查时。

故意杀人	犯罪案件	NA	会议对当前办理抢劫犯罪案件中如何认定“户”、“入户”、“当场”、“抢劫对象”、“转化型入户抢劫”、“盗窃引发故意杀人、故意伤害”、“抢劫数额”、“在公共交通工具上抢劫”等8个方面的问题进行了深入探讨。

故意杀人	犯罪案件	NA	会议对当前办理抢劫犯罪案件中如何认定“户”、“入户”、“当场”、“抢劫对象”、“转化型入户抢劫”、“盗窃引发故意杀人、故意伤害”、“抢劫数额”、“在公共交通工具上抢劫”等8个方面的问题进行了深入探讨。

故意杀人	犯罪案件	NA	[1]特别是在侵犯公民人身权利的故意杀人与故意伤害犯罪案件中。

故意杀人	犯罪案件	NA	[1]特别是在侵犯公民人身权利的故意杀人与故意伤害犯罪案件中。

盗窃罪	被告人	NA	北京市第一中级人民法院以故意杀人罪、盗窃罪、诈骗罪合并判处被告人闫烁死刑。

危险方法	间接故意	NA	对于私设电网等出于间接故意实施的以危险方法危害公共安全犯罪。

危险方法	间接故意	NA	对于在间接故意支配下实施的尚未出现实际后果的以危险方法危害公共安全犯罪的具体危险犯不予刑法意义上的评价。

危险方法	间接故意	NA	对以间接故意实施以危险方法危害公共安全罪的醉酒驾车被告人。

危险方法	间接故意	NA	醉酒驾车肇事构成以危险方法危害公共安全罪的一般系间接故意犯罪。

团伙	贩卖毒品	NA	福建省龙岩警方成功破获一起由100多人组成、贩卖毒品5000多克的特大贩(吸)毒团伙案。

团伙	贩卖毒品	NA	甘肃省武威市中级人民法院与山西省大同市中级人民法院对一起家族式制造、贩卖毒品的特大团伙案分别作出一审判决。

团伙	贩卖毒品	NA	查证该团伙贩卖毒品6000余克。

警方	检察院	NA	肥西警方将杨波涉嫌故意杀人、抢劫一案移送检察院审查。

牵连犯	构成要件	NA	故意伤害(故意杀人)行为与复合行为形成在同一构成要件之内的牵连关系(法律将该种形式的牵连犯规定为一罪);在简单行为中。

牵连犯	构成要件	NA	故意伤害(故意杀人)行为与复合行为形成在同一构成要件之内的牵连关系(法律将该种形式的牵连犯规定为一罪);在简单行为中。

故意杀人罪	被害人	hierarchical	或被害人激化矛盾引起他人加害属于被害人有过错的故意杀人罪。

故意杀人罪	被害人	hierarchical	以犯故意杀人罪判处刘承玥、李光死刑;康健(被害人的妻子)犯故意杀人罪判处无期徒刑;康壮(被害人的妻弟)被判处有期徒刑5年。

故意杀人罪	被害人	hierarchical	故意杀人罪是最典型的有被害人的犯罪。

故意杀人罪	被害人	hierarchical	阻止者单独构成不作为的故意杀人罪;在被害人自陷困境的场合。

故意杀人罪	被害人	hierarchical	而不能根据被害人的伤亡结果而分别认定为故意伤害罪或者故意杀人罪。

故意杀人罪	被害人	hierarchical	而不能根据被害人的伤亡结果而分别认定为故意伤害罪或者故意杀人罪。

故意杀人罪	被害人	hierarchical	从而指出将被害人过错在故意杀人罪中量刑法定化的必要性。

检察官	辩诉交易	NA	有媒体称2002年4月黑龙江省牡丹江铁路运输法院判决的一起由检察官与被告人达成协议的故意伤害案为中国辩诉交易第一案。

人民法院	非法拘禁	NA	人民法院受理的因民事纠纷矛盾激化引起的故意伤害、故意杀人、非法拘禁等刑事案件呈大幅上升趋势。

人民法院	非法拘禁	NA	人民法院受理的因民事纠纷矛盾激化引起的故意伤害、故意杀人、非法拘禁等刑事案件呈大幅上升趋势。

人民法院	非法拘禁	NA	饶平县人民法院公开开庭审理了一起寻衅滋事、非法拘禁、抢劫案。

检察机关	滥用职权	NA	检察机关以滥用职权罪、故意伤害罪对刘德级等人立案侦查。

贩卖毒品罪	故意	NA	重庆市荣昌县黑老大陈明因犯组织、领导黑社会性质组织罪、故意伤害罪、诈骗罪、贩卖毒品罪、敲诈勒索罪、寻衅滋事罪、开设赌场罪。

贩卖毒品罪	故意	NA	重庆市荣昌县黑老大陈明因犯组织、领导黑社会性质组织罪、故意伤害罪、诈骗罪、贩卖毒品罪、敲诈勒索罪、寻衅滋事罪、开设赌场罪。

贩卖毒品罪	故意	NA	重庆市荣昌县黑老大陈明因犯组织、领导黑社会性质组织罪、故意伤害罪、诈骗罪、贩卖毒品罪、敲诈勒索罪、寻衅滋事罪、开设赌场罪。

贩卖毒品罪	故意	NA	贩卖毒品罪主观上应当具有对毒品种类的认识与违法性认识方能成立故意。

伤害罪	抢劫罪	NA	实践中在审理寻衅滋事罪与抢劫罪、故意伤害罪、故意毁坏财物罪的案件的时候。

伤害罪	抢劫罪	NA	实践中在审理寻衅滋事罪与抢劫罪、故意伤害罪、故意毁坏财物罪的案件的时候。

伤害罪	抢劫罪	NA	北京市第一中级人民法院以故意伤害罪和抢劫罪。

伤害罪	抢劫罪	NA	寻衅滋事罪的四种表现形式:“随意殴打”型、“追逐辱骂”型、“强拿损毁”型、“起哄闹事”型可分别为故意伤害罪、非法拘禁罪、侮辱罪、抢劫罪、故意毁坏财物罪、聚众扰乱公共场所秩序、交通秩序罪等所吸纳。

伤害罪	抢劫罪	NA	寻衅滋事罪的四种表现形式:“随意殴打”型、“追逐辱骂”型、“强拿损毁”型、“起哄闹事”型可分别为故意伤害罪、非法拘禁罪、侮辱罪、抢劫罪、故意毁坏财物罪、聚众扰乱公共场所秩序、交通秩序罪等所吸纳。

结果加重犯	共犯	NA	也无法构成交通肇事罪结果加重犯的共犯。

故意杀人	死刑适用	NA	在故意杀人案件中死刑适用占73。

故意杀人	死刑适用	NA	也应正确理解和把握民间矛盾激化所引发的故意杀人案件中被害人过错、被告人赔偿、被害方谅解等因素对于死刑适用的影响。

故意杀人	死刑适用	NA	以必要性为原则合理限制故意杀人罪的死刑适用。

故意杀人	死刑适用	NA	为了减少和限制故意杀人罪的死刑适用 。

黑社会性质组织罪	黑社会性质组织	NA	重庆市荣昌县黑老大陈明因犯组织、领导黑社会性质组织罪、故意伤害罪、诈骗罪、贩卖毒品罪、敲诈勒索罪、寻衅滋事罪、开设赌场罪。

黑社会性质组织罪	黑社会性质组织	NA	重庆市荣昌县黑老大陈明因犯组织、领导黑社会性质组织罪、故意伤害罪、诈骗罪、贩卖毒品罪、敲诈勒索罪、寻衅滋事罪、开设赌场罪。

黑社会性质组织罪	黑社会性质组织	NA	重庆市荣昌县黑老大陈明因犯组织、领导黑社会性质组织罪、故意伤害罪、诈骗罪、贩卖毒品罪、敲诈勒索罪、寻衅滋事罪、开设赌场罪。

附带民事诉讼	简易程序	NA	先后完成了对交通肇事罪、刑事附带民事诉讼、被告人翻供和刑事简易程序四个专题的研究。

适用	对策	NA	解决的对策是改变交通肇事罪中单纯适用过错责任的沿袭。

被害人	根据	NA	而不能根据被害人的伤亡结果而分别认定为故意伤害罪或者故意杀人罪。

被害人	根据	NA	而不能根据被害人的伤亡结果而分别认定为故意伤害罪或者故意杀人罪。

共同犯罪	犯罪案件	NA	曾某先后写信向当地公安机关反映同监人员共同犯罪案件中未归案的周某也参与故意伤害他人致轻伤。

刑事责任	民事责任	NA	这一规定从实质上改变了《刑法》第133条对交通肇事罪客观要件内容的规定;违反了民事责任和刑事责任不得相互转换的法律原理;并且与《刑法》第4条所规定的刑法面前人人平等原则相冲突。

刑事案件	应用	NA	审判实践中应严格按照最高人民法院《关于审理破坏公用电信设施刑事案件具体应用法律若干问题的解释》(以下简称《解释》)中列举规定的危害公共安全和严重后果的具体情形进行定罪和量刑。

刑事案件	应用	NA	最高人民法院《关于审理交通肇事刑事案件具体应用法律若干问题的解释》将交通事故责任规定为认定交通肇事罪的成立条件。

交通肇事	犯罪	NA	交通肇事犯罪人属于一般自然人主体。

交通肇事	犯罪	NA	审理交通肇事犯罪引发的民事赔偿纠纷应严格按照刑事附带民事诉讼模式解决。

交通肇事	犯罪	NA	交通肇事罪作为传统的过失犯罪。

交通肇事	犯罪	NA	 虽然都属于交通肇事犯罪。

交通肇事	犯罪	NA	以危险方法危害公共安全罪与交通肇事罪的区别主要在于犯罪主观方面的不同。

交通肇事	犯罪	NA	以危险方法危害公共安全罪与交通肇事罪的区别主要在于犯罪主观方面的不同。

交通肇事	犯罪	NA	交通肇事犯罪也呈逐  年上升趋势。

审理	刑事案件	NA	审判实践中应严格按照最高人民法院《关于审理破坏公用电信设施刑事案件具体应用法律若干问题的解释》(以下简称《解释》)中列举规定的危害公共安全和严重后果的具体情形进行定罪和量刑。

审理	刑事案件	NA	最高人民法院《关于审理交通肇事刑事案件具体应用法律若干问题的解释》将交通事故责任规定为认定交通肇事罪的成立条件。

判决理由	合法	NA	宋福祥故意杀人案之判决理由欠缺合理性与合法性。

侵犯	具体应用	NA	能圆满解决诸多疑难:不存在共同过失犯;《关于审理交通肇事刑事案件具体应用法律若干问题的解释》未侵犯立法权;逃逸无需独立成罪。

被告人	翻供	NA	先后完成了对交通肇事罪、刑事附带民事诉讼、被告人翻供和刑事简易程序四个专题的研究。

认定	我国刑法	NA	我国刑法中规定的交通肇事罪是以交通事故责任的认定为前置条件的。
